RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Sleep.Disturbances,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,Restorative.Sleep..hours.,PPC,MPC,EB,OR,MS,LA,NES,OS,Body.Weight..kg.,Peak.Power.Mean,Peak.Power.SD,Peak.Power.CoV,Peak.Power.BM.Mean,Peak.Power.BM.SD,Peak.Power.BM.CoV,RSI.Mean,RSI.SD,RSI.CoV,Jump.Height.Mean,Jump.Height.SD,Jump.Height.CoV,HR.min..bpm.,HR.avg..bpm.,HR.max..bpm.,HR.min....,HR.avg....,HR.max....,Total.distance..m.,Distance...min..m.min.,Maximum.speed..km.h.,Average.speed..km.h.,Sprints,Distance.in.Speed.zone.1..m...1.00...5.00.km.h.,Distance.in.Speed.zone.2..m...5.01...6.99.km.h.,Distance.in.Speed.zone.3..m...7.00...11.00.km.h.,Distance.in.Speed.zone.4..m...11.01...14.99.km.h.,Distance.in.Speed.zone.5..m...15.00..km.h.,Training.load.score,Cardio.load,Recovery.time..h.,Calories..kcal.,Number.of.accelerations...50.00....3.00.m.s².,Number.of.accelerations...2.99....2.00.m.s².,Number.of.accelerations...1.99....1.00.m.s².,Number.of.accelerations...0.99....0.50.m.s².,Number.of.accelerations..0.50...0.99.m.s².,Number.of.accelerations..1.00...1.99.m.s².,Number.of.accelerations..2.00...2.99.m.s².,Number.of.accelerations..3.00...50.00.m.s².
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,3,2,4,74.2,3861,235,6.1,52,3.2,6.1,0.43,0.02,4.7,13.7,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,1,1,1,0,80.3,4311,308,7.1,53.7,3.8,7.1,0.52,0.09,17.9,13.6,0.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,3,4,5,5,72,2668,51,1.9,37.1,0.7,1.9,0.22,0.01,2.3,8.9,0.5,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,0,0,0,0,72.5,3272,54,1.6,45.1,0.7,1.6,0.29,0.02,5.1,13.1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,2,4,4,77,3069,103,3.4,39.9,1.3,3.4,0.32,0.02,5.7,10.2,0.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,4,4,4,5,69,3225,62,1.9,46.7,0.9,1.9,0.41,0.01,1.5,11.4,0.6,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,2,2,2,73.5,3547,20,0.6,48.3,0.3,0.6,0.37,0.02,5.2,12,0.3,2.7,72,165,213,36,83,107,4871,35,27,2.1,43,1799,985,1035,459,551,286,334,136.9,1583,20,110,415,308,391,378,77,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,1,1,NA,1,87.7,4294,133,3.1,49,1.5,3.1,0.35,0.01,2.6,11.9,0.3,2.3,94,152,198,47,76,99,4507,32,26.5,2,34,1736,1083,784,266,589,228,268,82.2,1561,10,126,466,337,412,494,76,0
51,111,56,100,9.32,8.52,7.71,91,22,20,0,4,1.68,1.27,5.57,0.81,0,49,16.1133,8.52,2.95,5,5,3,4,3,2,4,3,74.9,3953,263,6.6,52.8,3.5,6.6,0.46,0.12,25.2,11.9,0.4,3.4,36,156,235,18,79,119,5705,41,26.5,2.4,103,1732,1052,985,675,1216,260,290,83.7,1412,41,151,406,325,353,419,136,4
59,103,97,100,9.9,8.9,7.33,90,20,18,8.16,5,2.22,1.21,5.47,1.02,0.44,63,17.7832,9.89,3.43,4,3,3,NA,4,3,4,4,88,5180,139,2.7,58.9,1.6,2.7,0.62,0.07,11.4,13.4,0.2,1.3,81,143,193,41,72,97,3724,27,24.4,1.6,36,1476,690,573,333,605,188,224,38.6,1336,19,95,396,284,357,379,74,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,137,184,40,69,92,4092,29,26.1,1.8,33,1436,1060,754,260,537,158,192,25.3,1268,9,114,434,316,370,451,65,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,3,3,4,57.8,3796,218,5.7,65.7,3.8,5.7,0.61,0.04,7.2,15.2,0.9,5.7,109,165,195,55,83,98,4922,35,25.5,2.2,57,1729,1049,967,555,584,295,344,134.1,1248,19,111,385,370,414,367,100,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,3,3,74.3,4565,158,3.5,61.4,2.1,3.5,0.56,0.06,9.9,13.4,0.3,2.5,84,145,189,42,73,95,4968,36,29.2,2.2,80,1228,1266,808,513,1117,198,231,39.4,1314,40,118,387,257,263,392,118,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,5,1,0,4,2,77.9,4408,164,3.7,56.6,2.1,3.7,0.6,0.03,4.3,14,0.5,3.4,88,155,185,44,78,93,4977,36,26,2.2,63,1585,1022,1087,535,712,216,278,87.1,1419,15,116,387,355,432,367,93,0
60,79,57,62,5.93,5.46,8.79,92,10,9,0,4,1.92,1.01,2.53,0.48,1.04,NA,16.1719,5.46,2.93,4,4,4,5,5,5,5,6,72.7,2640,48,1.8,36.3,0.7,1.8,0.21,0.01,3.1,9.6,0.2,2.3,87,148,189,44,74,95,4847,35,26.4,2.1,62,1176,950,1066,608,1018,190,233,37.5,1282,28,97,348,276,329,346,81,1
56,135,72,83,7.42,6.49,7.78,87,19,17,7.19,6,1.77,1.32,3.4,0.94,0,46,15,6.49,3.09,6,6,6,5,0,0,0,0,71.7,2577,1822,70.7,35.9,25.4,70.7,13.64,18.81,137.9,245.6,330.4,134.5,98,168,202,49,85,102,5857,42,26.9,2.6,96,1563,1183,1190,691,1196,336,384,219.6,1638,24,141,366,344,345,350,136,3
54,149,96,84,9.2,8.41,9.99,91,17,15,0,7,3.01,1.04,4.36,0.8,2.32,NA,17.1094,8.41,4.05,3,4,3,4,3,3,3,3,77.3,3178,38,1.2,41.1,0.5,1.2,0.32,0.02,5.4,11,0.2,2.1,78,132,217,39,67,110,4775,34,26.1,2.1,56,1260,1117,1231,500,628,134,173,16.1,1034,17,114,381,313,391,352,89,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,2,2,1,2,69.1,3129,18,0.6,45.3,0.3,0.6,0.41,0.02,3.8,11.5,0.2,1.7,97,148,196,49,76,100,4425,32,26,1.9,53,1245,984,878,520,761,240,271,80.7,1310,19,117,365,270,316,380,77,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,3,3,3,73.9,3533,127,3.6,47.8,1.7,3.6,0.35,0.02,4.7,11.7,0,0.2,56,147,223,28,74,112,3869,29,26.4,1.7,36,1268,831,832,449,453,196,232,42.2,1260,14,86,360,267,316,321,69,0
66,57,60,83,7.14,6.58,7.94,92,10,8,2.4,4,2.43,1.08,3.07,0.57,0,52,18.3691,6.58,3.51,4,4,4,4,2,2,2,NA,86.9,4268,44,1,49.1,0.5,1,0.34,0.01,3.9,12.3,0.2,1.5,99,148,199,50,74,100,3769,28,26.2,1.7,36,1216,970,681,346,524,208,247,75.5,1465,15,90,313,269,293,344,65,0
50,149,80,88,7.58,6.98,7.97,92,NA,14,4.33,7,2.75,1.21,3.02,0.61,0.1,84,15.4688,6.98,3.96,4,5,4,4,4,2,4,2,75.3,3621,130,3.6,48.1,1.7,3.6,0.37,0.1,25.5,11.6,0.4,3.7,32,129,234,16,65,118,4228,31,26.1,1.9,65,1108,737,1095,544,709,138,144,8.4,885,23,122,340,242,310,311,118,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2,2,5,85.2,4320,101,2.3,50.7,1.2,2.3,0.32,0.02,7.6,12.2,1.2,9.8,23,131,206,12,66,103,2498,18,24.3,1.1,23,895,585,437,215,339,126,157,14,1072,6,62,229,171,206,241,43,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,109,227,13,55,114,2998,22,26.3,1.3,32,870,667,602,325,508,70,98,5.2,735,13,75,299,174,202,269,68,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,5,1,3,59.4,3684,125,3.4,62,2.1,3.4,0.61,0.07,10.7,14.7,0.6,4.3,90,150,195,45,75,98,4253,31,25.6,1.9,65,1409,847,855,523,584,219,261,76.6,1031,18,103,346,287,369,292,110,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,74.5,4075,211,5.2,54.7,2.8,5.2,0.39,0.04,9.6,13.2,0.5,3.5,83,136,184,42,68,92,3906,29,27.1,1.7,66,968,932,662,453,860,157,189,23.7,1128,22,108,333,196,228,336,97,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,1,1,1,77.9,4067,93,2.3,52.2,1.2,2.3,0.4,0.08,19.8,13.8,0.7,5,39,140,224,20,70,112,4862,36,26.1,2.1,56,1421,1065,1134,611,593,162,202,24.3,1115,16,110,448,303,349,399,103,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,4,4,1,2,2,72.4,2659,74,2.8,36.7,1,2.8,0.21,0.01,5.1,8.7,0.5,5.4,64,92,181,32,46,91,764,6,13.6,0.3,0,232,159,295,73,0,16,57,1.7,430,0,7,64,53,75,48,3,0
51,181,94,70,6.91,6.24,8.97,90,11,9,0,3,1.53,1.09,3.62,0.68,1.08,54,14.9707,6.24,2.62,6,6,6,6,0,0,0,0,72.2,3565,274,7.7,49.4,3.8,7.7,0.32,0.03,8.8,12.3,0.1,1,94,159,205,47,80,104,5013,37,26,2.2,60,1259,1103,1133,736,751,280,322,143,1452,11,99,377,341,365,362,91,0
48,180,96,95,9.38,8.35,8.76,89,17,15,0,6,1,1.75,5.59,1.05,1.1,44,17.168,8.35,2.75,3,5,2,3,4,4,5,4,77.5,3144,210,6.7,40.6,2.7,6.7,0.34,0.05,13.9,10.8,0.3,2.5,69,119,181,35,60,91,3528,26,26.1,1.6,43,942,870,811,448,430,94,132,10,809,6,92,315,223,309,275,53,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,6,2,3,2,2,69.2,2876,57,2,41.6,0.8,2,0.35,0.01,3.3,11,0.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,75.1,3578,194,5.4,47.6,2.6,5.4,0.35,0,0.6,12.3,0.2,1.9,82,149,201,41,75,100,3284,29,26.1,1.8,52,1064,628,638,439,490,177,204,38.8,1064,10,54,235,246,232,182,69,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,3,3,3,3,86.6,3916,130,3.3,45.2,1.5,3.3,0.32,0.01,4.6,12,0.2,1.7,81,136,201,41,68,101,3311,30,26,1.8,45,1078,636,543,459,570,135,161,23,1026,7,53,255,205,181,244,51,0
48,118,60,82,7.68,7.07,8.61,92,NA,18,2.88,6,1.51,1.18,4.37,0.63,0,56,15.4102,7.07,2.69,4,4,3,4,3,3,2,3,75.8,3490,37,1.1,46,0.5,1.1,0.37,0.01,2.7,12,0.4,3.1,36,137,211,18,69,107,4195,38,26.9,2.3,83,942,667,776,673,1111,139,146,9.4,833,21,98,286,210,196,278,101,1
57,93,92,82,8.42,7.57,9.25,90,12,11,7.26,3,2.7,1.79,3.08,0.85,1.5,68,17.5781,7.57,4.49,3,3,3,3,4,2,2,4,85.4,4207,75,1.8,49.3,0.9,1.8,0.33,0.01,2.3,12.8,0.3,2.2,78,137,196,39,69,98,3668,33,22.1,2,62,974,645,689,634,695,140,164,25,994,15,82,296,220,238,265,72,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,124,228,9,62,114,2380,21,24,1.4,35,698,427,441,310,482,83,97,5.8,721,4,36,217,142,152,177,45,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,3,2,2,3,58.2,3845,241,6.3,66.1,4.1,6.3,0.69,0.03,4,14.7,0.3,1.9,32,141,213,16,71,107,3778,34,26.1,2.1,84,1076,579,749,494,852,149,166,13.1,715,25,75,282,236,293,197,107,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6,3863,120,3.1,50.4,1.6,3.1,0.33,0.04,10.8,11.1,0.7,6.1,55,132,189,28,66,95,4486,40,24.8,2.5,82,967,763,975,640,1113,136,155,20.7,925,11,96,314,224,230,300,89,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,3,74.3,5103,56,1.1,68.7,0.8,1.1,0.83,0.17,20.4,14.5,0.5,3.8,76,142,186,38,71,93,4240,38,26.1,2.3,84,939,823,659,577,1207,157,178,26.4,1011,20,109,332,198,201,293,107,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,1,0,1,77.9,5246,351,6.7,67.3,4.5,6.7,0.67,0.08,11.9,15.1,0.4,2.6,73,143,187,37,72,94,4167,37,26.2,2.2,65,1182,838,915,629,572,143,181,30.2,983,14,64,312,290,300,258,82,0
64,55,46,85,8.08,7.16,8.46,89,16,11,0,8,2.12,1.77,3.27,0.93,0.59,47,16.8164,7.16,3.89,3,3,3,3,3,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,183,85,65,7.04,6.14,9.41,87,13,12,11.07,7,1.98,1.18,2.98,0.91,1.13,73,15.6445,6.14,3.16,6,5,6,6,0,0,0,0,71.5,3956,17,0.4,55.3,0.2,0.4,0.38,0.02,5.2,13.2,0.2,1.4,77,141,193,39,71,97,3808,34,26,2.1,62,836,691,833,570,858,159,183,27.6,952,12,60,269,217,198,218,89,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,4,1,3,76.2,3269,20,0.6,42.9,0.3,0.6,0.37,0.01,3.7,11.2,0.1,1.1,64,133,179,32,67,90,3828,34,25.8,2.1,69,840,753,842,621,748,117,147,15.6,830,11,79,281,203,227,232,81,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,2,2,3,69,3110,129,4.2,45.1,1.9,4.2,0.38,0.02,6.5,11.3,0.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,76.5,3353,65,1.9,43.8,0.9,1.9,0.39,0.02,5,11.4,0.2,2.2,111,162,203,56,81,101,3819,38,26.3,2.3,52,1124,836,848,545,439,213,238,71.5,1120,13,81,307,262,230,253,95,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,2,2,2,2,88.1,3992,56,1.4,45.3,0.6,1.4,0.29,0.03,11.9,11.7,0.2,1.7,48,128,221,24,64,111,2998,30,26.1,1.8,36,986,699,549,392,348,94,117,8.9,808,2,52,252,188,202,239,50,0
50,143,85,100,8.59,8.11,7.16,94,NA,14,0,7,1.3,1.07,5.74,0.49,3.06,68,15.7617,11.77,2.37,2,4,5,2,4,3,2,4,74.5,3646,328,9,48.9,4.4,9,0.49,0.09,18.7,12.2,0.6,5,23,141,228,12,71,115,4237,42,26.5,2.5,85,1028,679,907,641,953,142,161,12.6,835,32,100,336,258,244,287,139,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,4,4,2,NA,85.6,4503,20,0.5,52.6,0.2,0.5,0.37,0.01,1.4,13.8,0.4,2.6,81,151,192,41,76,96,3742,37,25.8,2.2,54,1129,761,642,568,610,171,191,36.7,1065,14,84,344,233,243,314,86,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,120,217,20,60,109,2609,26,25.9,1.6,30,848,566,466,296,409,69,91,6.1,669,3,39,254,166,164,230,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,4,2,1,2,58.7,3879,262,6.8,66.1,4.5,6.8,0.68,0.11,15.6,16.2,0.7,4.1,73,151,198,37,76,99,4016,40,24.2,2.4,64,1237,788,770,713,480,173,199,32.7,775,13,70,316,285,302,204,119,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,140,189,32,70,95,2584,26,24.6,2.9,47,514,441,615,518,483,79,85,7.8,544,7,56,190,121,107,167,65,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,3,1,75.3,5015,520,10.4,66.6,6.9,10.4,0.64,0.19,30.1,15.1,0.2,1.5,39,141,232,20,71,116,4031,40,26,2.4,78,954,989,680,627,750,134,149,13.2,875,21,97,322,191,218,295,96,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,2,0,0,4,80,4837,243,5,60.5,3,5,0.48,0.08,17.2,12.9,0.2,1.8,71,140,183,36,70,92,3884,39,23.1,2.4,50,1061,964,900,648,286,122,153,20.9,854,10,74,290,250,287,254,70,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,87,24,68,6.5,5.62,8.22,87,17,15,0,6,1.38,0.57,3.67,0.88,0.54,51,15.6738,5.62,1.95,6,5,6,5,0,0,0,0,72.5,4024,85,2.1,55.5,1.2,2.1,0.42,0.02,5.6,14,0.8,5.4,82,164,200,41,83,101,4837,48,26.5,2.9,81,1103,916,1106,934,753,236,260,85.3,1133,16,86,331,275,271,279,109,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,3,2,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,129,183,44,65,92,2779,28,26,1.7,40,684,603,640,394,437,93,118,9.8,706,4,57,222,167,193,170,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2,4,67.5,2965,104,3.5,43.9,1.5,3.5,0.38,0.02,4.9,12.2,0.5,4.4,107,153,199,55,78,102,3502,35,25,2.1,52,884,721,776,570,529,196,214,63.5,994,9,85,275,194,240,240,66,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,142,220,19,71,110,3177,31,24.4,2.1,3,1173,702,748,339,186,14,85,294,219,259,262,64,719,123,125,8.3,0
56,100,96,83,8,7.45,9.01,93,13,12,0,7,1.82,1.4,4.24,0.56,0.96,78,17.8198,7.45,3.22,4,4,4,4,2,2,2,2,86.2,4236,114,2.7,49.1,1.3,2.7,0.34,0.04,10.7,11.7,0.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,125,69,82,8,7.32,8.91,91,12,10,0,4,1.01,1.52,4.79,0.7,0.73,70,15.7617,7.32,2.53,4,6,5,3,4,1,3,3,73.6,3715,48,1.3,50.5,0.6,1.3,0.51,0.02,4.3,12.1,0.4,3,46,143,220,23,72,111,4144,40,26.2,2.4,22,1168,705,1096,716,426,21,123,321,269,276,337,91,896,155,169,19.8,0
66,63,43,100,8.56,7.79,6.64,91,14,11,0,5,1.28,1.54,4.97,0.79,0,62,16.9336,9.14,2.82,3,4,4,3,5,2,4,4,86.9,4485,124,2.8,51.6,1.4,2.8,0.37,0.02,4.4,13.6,0,0.4,61,121,196,31,61,98,2626,25,20.6,1.5,5,919,640,723,220,98,1,57,245,200,221,253,32,700,75,99,7.4,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,5,NA,2,93.1,3671,283,7.7,39.4,3,7.7,0.35,0.08,22.6,11.4,0.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,60,48,85,9.24,7.99,9.41,86,21,17,12.48,4,2,2.3,3.69,1.26,0.89,58,14.8535,7.99,4.3,3,5,5,4,4,0,3.5,3.5,58.5,4071,319,7.8,69.6,5.5,7.8,0.71,0.01,0.7,16.4,0.1,0.3,80,152,194,40,76,97,3940,38,22.9,2.3,7,1460,881,893,446,223,16,97,354,304,348,322,89,801,175,201,30.1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,4,3,0,0,4,75.2,3866,156,4,51.4,2.1,4,0.36,0.01,2,10.4,0.5,5.2,61,143,236,31,72,119,5277,51,24.2,3.1,19,1159,1211,1398,971,507,27,107,393,264,250,412,111,1000,155,170,23.8,0
59,94,86,83,8.37,7.81,9.36,93,NA,16,0,5,2.61,2.27,2.94,0.57,0.9,80,13.8867,7.81,4.88,3,3,3,4,4,2,4,4,75.9,4315,626,14.5,56.9,8.2,14.5,0.6,0.23,37.5,14.3,0.1,0.5,82,136,177,41,68,89,4179,40,26.1,2.4,15,1168,1088,871,658,358,21,126,374,233,264,392,100,863,121,139,13.5,0
