RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Sleep.Disturbances,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,Restorative.Sleep..hours.,PPC,MPC,EB,OR,MS,LA,NES,OS,Body.Weight..kg.,Peak.Power.Mean,Peak.Power.SD,Peak.Power.CoV,Peak.Power.BM.Mean,Peak.Power.BM.SD,Peak.Power.BM.CoV,RSI.Mean,RSI.SD,RSI.CoV,Jump.Height.Mean,Jump.Height.SD,Jump.Height.CoV,HR.min..bpm.,HR.avg..bpm.,HR.max..bpm.,HR.min....,HR.avg....,HR.max....,Total.distance..m.,Distance...min..m.min.,Maximum.speed..km.h.,Average.speed..km.h.,Sprints,Distance.in.Speed.zone.1..m...1.00...5.00.km.h.,Distance.in.Speed.zone.2..m...5.01...6.99.km.h.,Distance.in.Speed.zone.3..m...7.00...11.00.km.h.,Distance.in.Speed.zone.4..m...11.01...14.99.km.h.,Distance.in.Speed.zone.5..m...15.00..km.h.,Training.load.score,Cardio.load,Recovery.time..h.,Calories..kcal.,Number.of.accelerations...50.00....3.00.m.s².,Number.of.accelerations...2.99....2.00.m.s².,Number.of.accelerations...1.99....1.00.m.s².,Number.of.accelerations...0.99....0.50.m.s².,Number.of.accelerations..0.50...0.99.m.s².,Number.of.accelerations..1.00...1.99.m.s².,Number.of.accelerations..2.00...2.99.m.s².,Number.of.accelerations..3.00...50.00.m.s².
52.41696270483626,120.2869908799742,69.467323213838,81.70996043246188,8.419114701319115,7.450545981619355,8.747167690069574,86.54843344461288,18.759750593856136,15.41037538513927,2.65352717053767,5.520257595558741,2.040871521236112,1.465662410665376,4.026454924203524,1.1842759991830696,0.9070660028438746,63.829714062887525,15.802708008305625,7.429564261730985,3.3283503047728806,3.4870888665733957,4.277962271946104,3.296744324339106,3.4725246530697063,3.3011965743948872,3.0420729643359383,3.4588179381414124,2.9638644113349444,72.2,3006.0,37.0,1.2,41.6,0.5,1.2,0.34,0.04,12.1,9.4,0.2,2.5,75.94592640911469,140.819464564339,205.5614166751737,37.78096770325992,70.98960595853475,103.4637375921096,3899.6033931449338,34.42117820452776,25.56592190288915,2.113275073226089,37.8098751616753,1104.0920219339127,844.3791232766846,791.0268572525341,519.571021585111,611.5956644688142,108.03386597668805,155.74143972853798,237.61699470876425,672.9852862653557,185.19948369427226,255.1604241483069,208.7583767013387,741.9571252456478,202.73966890469256,229.89364543129304,52.279787555390065,0.9811850600643147
54.27562311702786,117.98855208996277,64.92563454141933,80.58636135116112,8.223290501712885,7.256731629201805,8.68858380283844,86.44952843554006,17.622105619354254,14.100254660635482,3.1636698921974116,5.344236282231204,2.0994620726124573,1.306960057378627,3.9458318902550777,1.1862321809607466,0.9970247142595277,67.06220433026283,16.180658991442165,7.2884658256950035,3.240318981530693,3.7595545985126058,4.0657884048558905,3.516029518241262,3.613762171249939,3.1434048354020683,2.8397579134354594,2.9613266031625356,2.973665305901578,86.0,3426.0,156.0,4.5,39.8,1.8,4.5,0.37,0.06,17.5,9.1,0.1,0.8,85.76529033404283,146.76881083857086,206.87453888189458,42.7045234489525,74.26263840479892,104.5238699464006,3406.818191791476,31.18157610432105,25.422116549058863,2.198962816449247,36.07362062252589,983.7948101396072,709.8731833061909,712.9587991878212,439.67815071804273,518.6884117118857,116.10167778041482,152.6739619173174,190.33954479464083,678.3278641569681,157.7633277825831,200.98005380643406,202.86618713986434,611.9842552452603,200.21171827909515,218.14425374006086,50.87925947333578,0.4579551733361452
54.53720724471641,120.30449650853488,66.47480200155307,77.66190196127094,7.791017469717721,6.867331946760144,8.574431011527404,87.2185509607692,16.14991549529512,13.144221329300063,2.608528831933397,5.313239009281205,2.168797699214628,1.2847024554499205,3.550733096499516,1.0786393017249079,0.8884097855501967,63.3115680231974,16.12809128942888,6.910472215745616,3.282350304772881,3.688266956045564,4.330317669733365,3.5432629806960407,3.8491862411351008,3.4950123075260278,3.4751347476046606,3.6220039641149038,3.6337547875966094,77.0,3088.0,35.0,1.1,40.1,0.5,1.1,0.38,0.05,12.7,9.5,0.5,5.1,80.74831960530841,142.7551369575218,203.9520797656067,40.17610766554689,71.88297909848151,102.7150047752506,4074.34135897448,34.79145074614253,25.617379864425082,2.1216696269523543,46.255406745984544,1122.465843420603,834.4698382662166,853.2479164330082,528.1085937460414,699.3784455151186,140.01551656739494,181.14952772437988,179.20404134542923,874.9575420101562,148.5557436696748,203.69439689368977,259.0058904976935,604.5856408907514,239.22270424099878,265.9081375699569,64.781501415872,1.1884761329938485
53.204657712763456,128.06306254735296,71.43779979069468,85.40772943618376,8.339825423353153,7.4339554465572375,8.317833451845045,88.01348671781821,17.671672497764774,13.904582408449182,2.475702829637893,5.846417283916884,2.027597699214631,1.3094024554499144,4.261849711182526,1.0616360002037717,1.3303291504716896,65.55475113088077,16.131868949653416,8.232845985934105,3.162435101678399,3.3894874102914407,4.382638418362537,3.8770343362276973,3.222170352035225,3.2774146340920445,2.94503188872999,2.8628961337259375,3.0817402548156867,84.8,3639.0,224.0,6.2,42.9,2.6,6.2,0.33,0.04,10.6,10.3,0.5,4.5,65.8108915532296,143.56435975808955,214.99207122240745,32.67645029392059,72.29650492845283,108.27304140528868,3989.762439868031,36.38885286169261,25.644814029920628,2.25159025317088,51.738271683510206,1123.1458842614206,776.4993734763968,822.9263641374334,541.2223771144687,678.3191649822174,142.87989809330563,180.00169729735498,172.77173790473785,808.2793733224809,143.60385676776272,201.53087387850087,261.8678984672196,598.1604405890454,231.81022481063883,258.8261438166025,78.19633165638041,0.81989519146265
53.37972673369107,141.27619967897118,75.22864976426774,79.57497438988686,7.983806197742737,7.023276840683229,8.592062525129823,86.98843184619659,16.771138842066996,13.00794045568777,2.466380370661489,5.042221097759866,2.079487208797152,1.3152969170816946,3.779176816360387,1.1155855611726877,0.9175041348622553,56.39135665227559,15.8246876933399,7.085174602436171,3.199085387780697,3.992733937063177,4.599774519803593,3.6903871624704605,3.89368605994792,2.662886079611533,2.30066808493856,2.7254357394966084,2.606172975043847,57.1,3084.0,343.0,11.1,54.0,6.0,11.1,0.57,0.04,7.4,12.0,1.3,10.5,81.68109012790084,145.09149076153514,208.17819783193642,40.51923479268064,73.17049279580517,105.04458065372826,4138.921692018668,35.4328822607996,25.625140203039074,2.154153546938486,45.334395359256085,1144.8444893515352,878.0239243188129,868.4077703280507,564.7036529917143,659.8524653940101,156.79149125653072,199.84108303012988,206.79430429616292,880.9651778410782,149.761121339503,208.5813287352652,260.9138640307586,616.0860329469858,250.37481187339077,268.6781729579269,66.70904886314341,0.7872318359685221
53.74653743354753,133.4457117699382,68.5144816991546,82.83821079586828,8.156308835646414,7.222817617623474,8.516443538411725,87.74115821237561,17.758942412654267,14.071713875108662,3.1829389045800913,5.908416644279805,2.336262127162633,1.3385557379969062,3.694049609937538,1.0960714676569565,0.8256736860015227,64.72373179328382,15.852137648879694,7.310093833105202,3.479847471978696,3.7263530672815164,4.680625900734155,3.6681738365063294,3.6515289784604037,3.2565885790689095,2.418019556825083,3.2927694492082287,2.8022988192314466,76.2,3946.0,489.0,12.4,51.8,6.4,12.4,0.59,0.02,3.5,9.9,0.5,5.6,69.50445240273147,142.2655303103326,214.7782439933379,34.403965399801535,71.64442441179483,108.14354686282365,4151.247260983611,35.85391215513488,25.816826228719997,2.213525064242084,48.75618585121239,1182.100896229877,823.2609775304987,884.9818286518614,566.6992780169999,679.6711192694008,132.98442365051716,170.4303464560814,187.02782731638192,793.7847441951745,155.8700458285257,220.81857874642628,263.41315270277653,629.1634755507837,253.14271193695723,272.8940447226381,76.3700019170038,0.9835422923089012
53.55169781087643,119.45198399443689,68.43713247847455,82.31069885713718,8.464475013287903,7.502910256760873,8.79698443518414,87.0009486125538,19.104066142047664,15.235931771792327,2.4330401234733903,5.438791569436207,2.0164758905903666,1.4756048087366556,4.097127908307228,1.1767483762126223,0.9647158164878056,61.77434836055052,15.624809418246524,7.5188334217239134,3.303447471978695,3.628009815335846,4.4451905515493095,3.4957438297184718,3.4305228293340653,3.304537912157355,2.842795773977713,3.2178516710709872,2.861650165811289,73.2,3730.0,478.0,12.8,51.0,6.5,12.8,0.54,0.05,9.7,10.3,0.4,3.6,74.78748846952922,144.10562113475189,208.36268938178063,37.13835294628222,72.57487010423104,104.76437190472957,4071.733903198242,35.623121410932995,25.817231947714596,2.1878237833124468,41.44418893429069,1166.0340772265713,865.1612578623506,832.9110813341697,550.2228264175966,653.9229868393242,117.22967192123615,164.93551239703996,239.58715776003595,687.3243742200672,181.3235745192796,256.17529836845495,220.33819937555995,760.0400739676586,218.24530681335628,243.4627436143186,59.75575613169483,0.960377245534897
55.32926758610311,118.46476463791616,66.73922112926721,77.75418722823909,7.779023874366617,6.869801067761348,8.610320296063204,87.55971069436195,16.593327406586454,12.993180350634542,2.4929677437389497,5.29273949476209,2.1372976992146393,1.3011557379969068,3.5822544582549085,1.0652745630045026,0.9238456447365557,60.58329984972683,16.105874179982,6.945734722318809,3.2525485767150215,3.727955446620436,4.339559701453524,3.4980201090355734,3.8539114283453295,3.4767394603742714,3.3497911948624726,3.522138276979651,3.5017373256463644,75.2,3429.0,204.0,6.0,45.6,2.7,5.9,0.48,0.04,9.3,11.0,0.8,7.4,79.1828902157093,144.34092188260144,206.32546820016432,39.252130763525415,72.70376021261119,103.74425499959364,4135.049774566192,35.88887356188347,25.504040027037416,2.2244628372338853,47.66333193529923,1149.2108315372798,846.0081784367601,858.8018799456783,541.5929366926734,717.2008266905432,147.96863277919303,188.9779513932994,174.75390538249616,1004.9853890590105,159.39306112928756,195.7642014292083,273.3182682391782,632.6327411812351,246.99410786529847,274.3311993648699,68.1465704605896,1.1646040455574638
53.57276558983379,136.23164715417005,70.48348627140213,82.81768164634434,8.103034836787868,7.08887352553633,8.320563611483594,86.30443683664821,17.281113423279685,14.674618497767224,3.9292797560737895,5.670849794831674,2.1357976992146304,1.3633048087366626,3.7401626881663192,1.1682358814855767,0.7022710979321902,52.571155826963526,15.94244414119072,7.146065648044702,3.312548576715024,4.046786435828882,4.743775391415408,3.8845778904112236,3.7758295824488797,2.5782619344269526,2.513070046599168,2.653300738877572,2.319593235710591,71.9,3186.0,187.0,5.9,44.3,2.6,5.9,0.42,0.1,22.5,8.9,1.4,15.2,83.79491387308552,147.95158396010657,206.7737657107704,41.58794899323815,74.63919531307947,104.21670019733196,4329.81372840793,36.52582533692116,25.952566876968717,2.263259488654205,53.55873094515628,1211.7001079616393,899.4149517886759,888.9379163090873,556.6862056086419,751.1123458543173,171.13115154070397,213.5440947841308,217.04725423230357,954.0378490318369,148.18593535958394,212.7521069801773,263.5819554721261,622.9427169567318,245.29252977965007,269.9791349603196,78.16840096084613,1.3848375169457903
53.50431054424365,125.99052742929197,70.19916030538363,78.42937142128781,7.975638303122011,7.062055735370261,8.6556683410702,86.6073251132464,16.718768788377503,13.39510082511328,4.678727861606967,4.697285122984104,1.8435729040638704,1.1753048087366667,4.12504284039789,1.1294537709780257,0.894494511713658,61.102798631121274,16.377760917656538,7.072812304876692,2.8407503047728806,3.7202566411811233,4.329195673939937,3.6301380125329614,3.6210275083506964,3.308457310964374,2.7862695219493885,2.6679820821735873,3.2520450520649873,68.5,2862.0,45.0,1.6,41.8,0.7,1.6,0.37,0.02,4.7,8.9,0.3,3.1,76.4853418402416,139.6039421844182,202.54843836840274,37.93808102960475,70.42502533064771,102.05417251640601,3979.670514416811,36.267254554163095,25.40744444849946,2.2449435691149224,35.20140724032346,1164.7467778752714,865.2531061058646,866.838623988614,526.9149922708239,562.946356284025,104.47752166640434,153.21454299301604,249.5847355289522,691.5754370296593,220.72268618889166,252.47207367206767,203.45825849009088,695.8588481654785,199.83393929812684,224.12364779693627,50.27769879220815,0.9757012121331858
