RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Sleep.Disturbances,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,Restorative.Sleep..hours.,PPC,MPC,EB,OR,MS,LA,NES,OS,Body.Weight..kg.,Peak.Power.Mean,Peak.Power.SD,Peak.Power.CoV,Peak.Power.BM.Mean,Peak.Power.BM.SD,Peak.Power.BM.CoV,RSI.Mean,RSI.SD,RSI.CoV,Jump.Height.Mean,Jump.Height.SD,Jump.Height.CoV,HR.min..bpm.,HR.avg..bpm.,HR.max..bpm.,HR.min....,HR.avg....,HR.max....,Total.distance..m.,Distance...min..m.min.,Maximum.speed..km.h.,Average.speed..km.h.,Sprints,Distance.in.Speed.zone.1..m...1.00...5.00.km.h.,Distance.in.Speed.zone.2..m...5.01...6.99.km.h.,Distance.in.Speed.zone.3..m...7.00...11.00.km.h.,Distance.in.Speed.zone.4..m...11.01...14.99.km.h.,Distance.in.Speed.zone.5..m...15.00..km.h.,Training.load.score,Cardio.load,Recovery.time..h.,Calories..kcal.,Number.of.accelerations...50.00....3.00.m.s².,Number.of.accelerations...2.99....2.00.m.s².,Number.of.accelerations...1.99....1.00.m.s².,Number.of.accelerations...0.99....0.50.m.s².,Number.of.accelerations..0.50...0.99.m.s².,Number.of.accelerations..1.00...1.99.m.s².,Number.of.accelerations..2.00...2.99.m.s².,Number.of.accelerations..3.00...50.00.m.s².
50.623839805988155,143.87503008346468,61.470605210418455,80.65038372790914,7.728616843528157,6.977679812806494,8.428298722461797,89.81345074782413,10.355258445006122,12.496993311681308,2.300465918083404,4.941197950295312,1.7565168539325486,1.3232584269663612,3.9024926130072695,0.7565198171071996,0.8439143013377497,73.06146966433494,16.041289230610943,7.139608842832896,3.079775280898876,3.925984747253304,4.193352674669171,3.918051578499149,3.8577261351854393,2.7962024555384772,2.2506334441840323,2.371612198921092,2.689240621062453,72.2,3006.0,37.0,1.2,41.6,0.5,1.2,0.34,0.04,12.1,9.4,0.2,2.5,64.8496626034578,136.5766143993041,200.99705777565094,32.597433224436394,68.84184362047631,101.29498849880903,3367.916552988822,31.626130208475885,24.53875767671176,1.99190072587799,31.3128153467204,989.492338074634,745.4139794435641,721.0103157990799,422.5047905427425,462.85811302803285,78.79803552354942,123.88421821539782,163.19750249521417,567.1816117144554,134.30355469261707,178.05111170372479,168.81364634019883,497.90156446526726,176.08318269968618,196.96108489157746,46.53897115627112,0.3903759149988595
57.04694457080359,133.4240470709076,55.093660566586834,80.41150666857331,7.7263756825331384,6.970853221312007,8.6019316392114,90.41892570245997,8.717033572496725,12.355939783766871,2.2682157660061364,4.963792666158845,1.7565168539325586,1.323258426966333,3.9054462356081814,0.7633007259955846,0.8325992225136098,96.50326322220258,15.797704361137363,7.112591661127109,3.079775280898875,4.000448435788465,4.251454877761802,3.89996803701597,3.876283597226129,2.8251916251068536,2.327216892531979,2.4168221118562982,2.6842985034720357,86.0,3426.0,156.0,4.5,39.8,1.8,4.5,0.37,0.06,17.5,9.1,0.1,0.8,64.8464822280985,136.5604246278852,200.96883336003657,32.59615143654187,68.84629113011749,101.29604242114291,3367.9491399715293,31.638761949873967,24.522309414030055,1.9915750701218329,31.290771166598333,989.4944382827942,745.4136985364084,721.0107725458275,422.50517009411965,462.85712756370316,78.80580792108948,123.83243096593537,163.93043847147214,573.1158146490798,134.6085051146402,178.27585301193886,169.80269853282698,499.4095289164552,176.26414490373054,196.87378219713514,46.44727526504269,0.3863356417812902
54.211730138445546,143.40581078974466,59.506679263739954,81.40680310291148,7.728130685521183,6.975944279013371,8.489672435769009,90.16403832860576,9.30608295220103,12.168858988295824,2.076338253992702,4.91768071776017,1.756516853932549,1.323258426966355,3.9029963189543944,0.758336329816391,0.8713843526028193,78.35018544664104,16.08659239770182,7.155062709738328,3.079775280898877,3.881623186176037,4.263706819672365,3.910537252442328,3.809434458508017,2.8176081818936467,2.2376890913320864,2.396581730796605,2.700069741598071,77.0,3088.0,35.0,1.1,40.1,0.5,1.1,0.38,0.05,12.7,9.5,0.5,5.1,64.86162858442643,136.6181843730306,201.0544259621911,32.60237726804896,68.83217733778821,101.29128718306865,3367.949936824048,31.663237392868083,24.52518391322443,1.9949674924646388,31.23677148604007,989.4748976565237,745.4130377896613,721.0093861155125,422.50590818333217,462.8584440408053,78.80628847708375,123.87432860476338,163.09788582502347,571.4907664150205,134.14998518486425,178.1701087314205,168.70121532197277,500.59507042516,176.24835938121737,197.05509099505286,46.659494804383996,0.37639497364677155
57.89017968327062,120.09395958735075,55.92759624899878,81.93084404192874,7.726050290734483,6.976699381758605,8.593679998685346,90.68871711385074,11.336296535977887,11.671068741951558,2.5164448834453594,4.830965222194671,1.7565168539325635,1.3232584269663243,3.9011279038745688,0.7588198222107112,0.8286214035744188,78.94009204653753,16.345677179537375,7.119483989879992,3.0797752808988803,3.8467448322528326,4.306023548810657,3.894260739809784,3.8110485860066863,2.8636886375844455,2.2843836783369085,2.3874065620060705,2.626856017817971,84.8,3639.0,224.0,6.2,42.9,2.6,6.2,0.33,0.04,10.6,10.3,0.5,4.5,64.77448832403232,136.56527188661147,201.05369660068715,32.58277845923387,68.83941677817216,101.28214934937236,3367.875849104304,31.655638137854837,24.52185692270897,1.9946116601631019,31.159274884605892,989.459110649674,745.4137411843135,721.0103648720143,422.50569660749966,462.85720739192465,78.84690948554352,123.87260322745146,163.38827047703512,571.4986534453938,134.3791187905382,178.11817969063227,169.39028348991587,501.0288345416302,176.09566071574568,196.9604115349216,46.52548774276579,0.3792416469111899
57.45665790558451,143.83890244759024,66.23413951286017,82.9254458856395,7.7290743256462635,6.979806352388561,8.425721628231784,90.86344275574262,11.412199686060411,12.563333907954075,1.314509373078721,4.8562211879244686,1.7565168539325702,1.323258426966351,3.8988496037751057,0.7552853394576342,0.9775973472939108,50.44636565570886,15.884741014241769,7.22957467752337,3.0797752808988936,3.7831873030713523,4.256733200303046,3.8934151317200083,3.799188763448578,2.7298955527581796,2.096970367692748,2.379754992928518,2.8625857314770826,57.1,3084.0,343.0,11.1,54.0,6.0,11.1,0.57,0.04,7.4,12.0,1.3,10.5,65.02548119738859,136.6453208247379,201.13533672840992,32.600078485993116,68.8206155753831,101.28894227125775,3367.80043016999,31.879647895840932,24.554734431367628,1.9974278715090676,31.33171455239777,989.4438353189968,745.4145959823309,721.0086555907252,422.5061677906026,462.86213718526295,78.73625347549695,123.84842593429471,163.12605116462942,572.554873304005,134.79222997931777,178.07793688461012,167.97011130761052,496.8258881282072,176.98801131270852,197.3933294583403,46.63374144015506,0.3959103449807113
59.445807840413636,140.53150379598011,50.12751580106402,82.782686265156,7.719087515164646,6.975479566923763,8.582607117614941,91.92707458663776,11.172646110425354,13.085273743706011,1.170374064156107,4.803504462516351,1.756516853932584,1.3232584269662981,3.899114938848359,0.7604971594766357,0.9816193354731575,60.580074399080104,15.798480712900215,7.153120705746456,3.0797752808989007,3.9785841226048233,4.242167816442674,3.9105187060619535,3.908641707832894,2.8734246439781685,2.241396126936152,2.4645141901377414,2.6911930674968687,76.2,3946.0,489.0,12.4,51.8,6.4,12.4,0.59,0.02,3.5,9.9,0.5,5.6,64.89229257154173,136.5227664935298,201.03556753541739,32.57186689757415,68.84291342583919,101.28185376107066,3367.7710484322083,31.842086491052484,24.502276498248797,1.9983620819436823,31.09884572311681,989.4216949060188,745.4167077438851,721.0096356863406,422.50465424515573,462.8600940622161,78.85082389269486,123.82240419686491,164.56449512314634,570.5539501916746,135.13463074474376,178.1217308857281,170.06655466770053,498.01087946750886,176.9819061617909,196.90418852603693,46.34710900437898,0.38814544795641126
56.53310340991948,133.87105278468448,54.40645573282001,81.79733909591457,7.722418403372094,6.975982343909589,8.528805703955044,91.27602658752872,11.426836185963772,13.05824692463409,1.5352673236921817,4.8433507756152565,1.75651685393258,1.3232584269663146,3.900228838991489,0.759381702254964,0.9388299879045712,58.90755222442726,15.729274559734364,7.150973174596853,3.079775280898895,3.944819265540653,4.212343956718399,3.915817812671367,3.9019897635470304,2.8636572064846035,2.2486794648965684,2.432573519513788,2.665903520488854,73.2,3730.0,478.0,12.8,51.0,6.5,12.8,0.54,0.05,9.7,10.3,0.4,3.6,64.90747290553045,136.52758462929825,201.00813017099046,32.57856796615922,68.84482145344992,101.28789852626423,3367.793224349109,31.799327380638758,24.526277902059668,1.9961140505559953,31.188861138508273,989.4378684441784,745.4165469031445,721.0097565197572,422.5047326739202,462.8595686305827,78.82706524628988,123.83335963407944,164.31602893321337,568.4346930895754,135.016324491482,178.10403505055882,169.79178803161744,496.6187983096961,176.8088942156612,196.91037219342377,46.32904841279495,0.39786700325570123
58.40761991910949,137.25709040149488,60.1941710204747,82.52045722095536,7.725162708765661,6.977427487779156,8.554087616077418,90.96983699656951,11.623142508657715,12.185144573483853,1.8580182599503985,4.858813172935591,1.7565168539326024,1.3232584269663008,3.899892344726595,0.7582303486167097,0.8969791291483227,63.11262875897569,16.177758096194935,7.167937265767133,3.079775280898889,3.817625911267194,4.282286458406219,3.901273000760785,3.807323633466021,2.8329743118880373,2.222413130599662,2.3789108001557437,2.7005824741899858,75.2,3429.0,204.0,6.0,45.6,2.7,5.9,0.48,0.04,9.3,11.0,0.8,7.4,64.68448163643089,135.30385033143654,201.5716885695495,32.09710610022673,68.68440444163974,101.08618485019403,3352.6252179076146,35.761359924941914,23.062118301725526,2.288827705096658,30.676397432613484,988.8515472242824,745.7741966501926,720.9994185226134,422.4958358071174,462.83826983980333,82.62186953607433,126.0494852794393,152.98327168418632,1069.1294401358546,211.10079977785,154.74003595002875,207.1921323497088,666.7714654322663,180.35580474880953,210.37024738172715,44.81717218129228,0.367825599773564
53.925109937762954,161.44150298276438,62.66390218769226,84.83434349605196,7.732717520871922,6.981789776654061,8.302479089419592,90.44346770800072,5.962072592123867,11.771457089542764,1.2225063001402248,4.837987338688784,1.7565168539325586,1.32325842696635,3.9000469090480507,0.7520369410220793,1.032606395126495,39.869865618504036,16.25219872621315,7.208091894396599,3.0797752808988976,3.8558175318089325,4.388232194897768,3.9158154238362393,3.7163548355786222,2.851867886375075,2.1730963678597988,2.334086055201986,2.736059581960461,71.9,3186.0,187.0,5.9,44.3,2.6,5.9,0.42,0.1,22.5,8.9,1.4,15.2,64.89459992331197,136.70818305782944,201.1131761225799,32.62593021998182,68.81142735609052,101.30063862208883,3367.864908991305,31.910775629964334,24.541981631582225,1.999187839029311,31.203392481898717,989.4160689945178,745.4148505191465,721.0080427224703,422.5065773596159,462.8599281586734,78.83446334362897,123.90434774140886,162.61695318908255,567.2256999609244,133.8548559879256,178.21296824588956,166.86056851444823,498.552130442562,176.04733448658317,197.52250470467868,46.91475607905929,0.3881329618268907
49.112417687107154,149.2459446415771,58.925017718927904,81.19760651871846,7.728234852542638,6.979272725237779,8.37910631401278,89.9579090909917,10.15034941761295,12.619922421951742,2.0354693734298905,4.884466710011232,1.7565168539325444,1.32325842696637,3.901431991800142,0.7549086760819801,0.8880884294726763,62.42345164857011,16.032803142599874,7.150252642088045,3.0797752808988763,3.923316044303172,4.179831364478417,3.921664096769451,3.8646503828275716,2.809542042316579,2.229180967663879,2.394547882613459,2.6761907016200155,68.5,2862.0,45.0,1.6,41.8,0.7,1.6,0.37,0.02,4.7,8.9,0.3,3.1,64.84673975909234,136.56526531708295,201.0321662417963,32.58748517720547,68.83964665779894,101.28766452409965,3367.852842941959,31.682243615588092,24.524564145608032,1.9951066010130774,31.220475739961202,989.466459578303,745.4151435894651,721.0099942060416,422.5040262955256,462.8594969087746,78.8162529369746,123.8808685709912,163.50198418404466,566.5426194422234,134.44051443133918,178.0161403283881,169.11305528395974,498.2582991816089,176.38301367076383,196.90464530377756,46.51080059475612,0.38789335136860537
